;roll_start;roll_end
4626;2018-01-17 01:31:04;2018-01-17 01:34:01
4627;2018-01-17 01:36:11;2018-01-17 01:39:03
4628;2018-01-17 01:41:05;2018-01-17 01:44:03
4629;2018-01-17 01:46:13;2018-01-17 01:49:04
4630;2018-01-17 01:51:01;2018-01-17 01:54:00
4631;2018-01-17 01:56:04;2018-01-17 01:59:12
4632;2018-01-17 02:00:56;2018-01-17 02:04:10
4633;2018-01-17 02:05:56;2018-01-17 02:09:01
4634;2018-01-17 02:11:16;2018-01-17 02:14:02
4635;2018-01-17 02:15:47;2018-01-17 02:18:53
4636;2018-01-17 02:21:01;2018-01-17 02:24:21
4637;2018-01-17 02:25:57;2018-01-17 02:28:54
4638;2018-01-17 02:30:42;2018-01-17 02:33:51
4639;2018-01-17 02:35:58;2018-01-17 02:39:06
4640;2018-01-17 02:41:09;2018-01-17 02:44:15
4641;2018-01-17 02:45:57;2018-01-17 02:48:45
4642;2018-01-17 02:51:06;2018-01-17 02:54:00
4643;2018-01-17 02:55:59;2018-01-17 02:58:56
4644;2018-01-17 03:00:58;2018-01-17 03:03:48
4645;2018-01-17 03:06:01;2018-01-17 03:08:58
4646;2018-01-17 03:10:55;2018-01-17 03:13:52
4647;2018-01-17 03:15:52;2018-01-17 03:18:56
4648;2018-01-17 03:21:01;2018-01-17 03:24:07
4649;2018-01-17 03:25:56;2018-01-17 03:28:55
4650;2018-01-17 03:30:44;2018-01-17 03:33:43
4651;2018-01-17 03:35:54;2018-01-17 03:39:08
4652;2018-01-17 03:40:56;2018-01-17 03:44:19
4653;2018-01-17 03:46:06;2018-01-17 03:49:17
4654;2018-01-17 03:50:57;2018-01-17 03:53:52
4655;2018-01-17 03:56:02;2018-01-17 03:59:26
4656;2018-01-17 04:00:45;2018-01-17 04:03:54
4657;2018-01-17 04:05:51;2018-01-17 04:08:49
4658;2018-01-17 04:11:02;2018-01-17 04:14:03
4659;2018-01-17 04:16:06;2018-01-17 04:18:51
4660;2018-01-17 04:21:00;2018-01-17 04:23:52
4661;2018-01-17 04:25:56;2018-01-17 04:29:08
4662;2018-01-17 04:31:03;2018-01-17 04:34:03
4663;2018-01-17 04:36:09;2018-01-17 04:38:44
4664;2018-01-17 04:41:05;2018-01-17 04:43:48
4665;2018-01-17 04:45:59;2018-01-17 04:48:59
4666;2018-01-17 04:50:43;2018-01-17 04:53:55
4667;2018-01-17 04:55:54;2018-01-17 04:59:06
4668;2018-01-17 05:01:14;2018-01-17 05:03:57
4669;2018-01-17 05:06:08;2018-01-17 05:08:45
4670;2018-01-17 05:10:54;2018-01-17 05:13:57
4671;2018-01-17 05:16:09;2018-01-17 05:18:39
4672;2018-01-17 05:21:13;2018-01-17 05:23:58
4673;2018-01-17 05:25:58;2018-01-17 05:29:01
4674;2018-01-17 05:30:58;2018-01-17 05:34:00
4675;2018-01-17 05:36:11;2018-01-17 05:38:55
4676;2018-01-17 05:40:43;2018-01-17 05:43:59
4677;2018-01-17 05:46:18;2018-01-17 05:49:03
4678;2018-01-17 05:51:05;2018-01-17 05:53:41
4679;2018-01-17 05:56:18;2018-01-17 05:58:42
4680;2018-01-17 06:00:58;2018-01-17 06:04:14
4681;2018-01-17 06:06:06;2018-01-17 06:08:50
4682;2018-01-17 06:10:54;2018-01-17 06:14:06
4683;2018-01-17 06:15:58;2018-01-17 06:18:52
4684;2018-01-17 06:20:43;2018-01-17 06:23:55
4685;2018-01-17 06:26:14;2018-01-17 06:29:23
4686;2018-01-17 06:31:07;2018-01-17 06:33:50
4687;2018-01-17 06:35:49;2018-01-17 06:39:11
4688;2018-01-17 06:41:00;2018-01-17 06:44:05
4689;2018-01-17 06:45:56;2018-01-17 06:48:33
4690;2018-01-17 06:50:48;2018-01-17 06:54:10
4691;2018-01-17 06:55:43;2018-01-17 06:59:06
4692;2018-01-17 07:00:49;2018-01-17 07:04:12
4693;2018-01-17 07:05:33;2018-01-17 07:08:56
4694;2018-01-17 07:11:16;2018-01-17 07:14:02
4695;2018-01-17 07:16:01;2018-01-17 07:18:40
4696;2018-01-17 07:21:09;2018-01-17 07:24:01
4697;2018-01-17 07:26:07;2018-01-17 07:28:51
4698;2018-01-17 07:30:42;2018-01-17 07:33:54
4699;2018-01-17 07:36:03;2018-01-17 07:38:48
4700;2018-01-17 07:40:59;2018-01-17 07:43:54
4701;2018-01-17 07:45:53;2018-01-17 07:48:40
4702;2018-01-17 07:50:49;2018-01-17 07:54:20
4703;2018-01-17 07:56:28;2018-01-17 07:59:02
4704;2018-01-17 08:01:02;2018-01-17 08:04:14
4705;2018-01-17 08:06:06;2018-01-17 08:08:56
4706;2018-01-17 08:10:57;2018-01-17 08:13:58
4707;2018-01-17 08:16:13;2018-01-17 08:19:09
4708;2018-01-17 08:21:07;2018-01-17 08:24:08
4709;2018-01-17 08:26:03;2018-01-17 08:29:07
4710;2018-01-17 08:30:50;2018-01-17 08:34:07
4711;2018-01-17 08:36:18;2018-01-17 08:39:19
4712;2018-01-17 08:40:58;2018-01-17 08:43:55
4713;2018-01-17 08:46:23;2018-01-17 08:49:13
4714;2018-01-17 08:50:42;2018-01-17 08:54:06
4715;2018-01-17 08:56:03;2018-01-17 08:59:11
4716;2018-01-17 09:00:58;2018-01-17 09:04:11
4717;2018-01-17 09:05:53;2018-01-17 09:08:42
4718;2018-01-17 09:10:59;2018-01-17 09:14:03
4719;2018-01-17 09:16:02;2018-01-17 09:18:43
4720;2018-01-17 09:20:55;2018-01-17 09:24:16
4721;2018-01-17 09:26:05;2018-01-17 09:28:46
4722;2018-01-17 09:31:05;2018-01-17 09:34:04
4723;2018-01-17 09:36:10;2018-01-17 09:38:48
4724;2018-01-17 09:41:06;2018-01-17 09:43:49
4725;2018-01-17 09:45:44;2018-01-17 09:48:52
4726;2018-01-17 09:50:55;2018-01-17 09:53:46
4727;2018-01-17 09:56:06;2018-01-17 09:58:52
4728;2018-01-17 10:00:56;2018-01-17 10:03:59
4729;2018-01-17 10:06:13;2018-01-17 10:09:09
4730;2018-01-17 10:11:03;2018-01-17 10:13:46
4731;2018-01-17 10:15:53;2018-01-17 10:18:52
4732;2018-01-17 10:20:46;2018-01-17 10:23:51
4733;2018-01-17 10:26:12;2018-01-17 10:29:18
4734;2018-01-17 10:30:51;2018-01-17 10:33:55
4735;2018-01-17 10:36:08;2018-01-17 10:39:00
4736;2018-01-17 10:41:02;2018-01-17 10:43:55
4737;2018-01-17 10:46:05;2018-01-17 10:48:58
4738;2018-01-17 10:50:54;2018-01-17 10:53:55
4739;2018-01-17 10:55:45;2018-01-17 10:58:46
4740;2018-01-17 11:01:00;2018-01-17 11:03:47
4741;2018-01-17 11:06:08;2018-01-17 11:09:06
4742;2018-01-17 11:11:11;2018-01-17 11:13:52
4743;2018-01-17 11:16:02;2018-01-17 11:18:35
4744;2018-01-17 11:21:04;2018-01-17 11:24:13
4745;2018-01-17 11:25:48;2018-01-17 11:28:59
4746;2018-01-17 11:30:56;2018-01-17 11:34:04
4747;2018-01-17 11:35:53;2018-01-17 11:39:20
4748;2018-01-17 11:40:50;2018-01-17 11:44:08
4749;2018-01-17 11:46:25;2018-01-17 11:48:55
4750;2018-01-17 11:51:06;2018-01-17 11:53:58
4751;2018-01-17 11:55:47;2018-01-17 11:58:51
4752;2018-01-17 12:01:10;2018-01-17 12:04:09
4753;2018-01-17 12:06:00;2018-01-17 12:08:59
4754;2018-01-17 12:11:00;2018-01-17 12:13:55
4755;2018-01-17 12:15:41;2018-01-17 12:18:56
4756;2018-01-17 12:20:58;2018-01-17 12:23:48
4757;2018-01-17 12:25:28;2018-01-17 12:29:15
4758;2018-01-17 12:30:56;2018-01-17 12:33:53
4759;2018-01-17 12:36:01;2018-01-17 12:38:52
4760;2018-01-17 12:40:51;2018-01-17 12:44:21
4761;2018-01-17 12:46:00;2018-01-17 12:49:04
4762;2018-01-17 12:51:08;2018-01-17 12:54:01
4763;2018-01-17 12:55:54;2018-01-17 12:58:53
4764;2018-01-17 13:01:04;2018-01-17 13:03:53
4765;2018-01-17 13:05:44;2018-01-17 13:09:02
4766;2018-01-17 13:10:37;2018-01-17 13:13:55
4767;2018-01-17 13:16:07;2018-01-17 13:19:15
4768;2018-01-17 13:20:41;2018-01-17 13:23:42
4769;2018-01-17 13:25:55;2018-01-17 13:28:45
4770;2018-01-17 13:31:04;2018-01-17 13:34:01
4771;2018-01-17 13:35:39;2018-01-17 13:38:58
4772;2018-01-17 13:41:01;2018-01-17 13:43:54
4773;2018-01-17 13:45:49;2018-01-17 13:48:56
4774;2018-01-17 13:51:05;2018-01-17 13:53:56
4775;2018-01-17 13:55:56;2018-01-17 13:58:54
4776;2018-01-17 14:00:59;2018-01-17 14:03:57
4777;2018-01-17 14:05:59;2018-01-17 14:08:48
4778;2018-01-17 14:11:05;2018-01-17 14:13:55
4779;2018-01-17 14:15:38;2018-01-17 14:18:59
4780;2018-01-17 14:21:10;2018-01-17 14:24:11
4781;2018-01-17 14:26:15;2018-01-17 14:28:51
4782;2018-01-17 14:31:05;2018-01-17 14:33:53
4783;2018-01-17 14:35:45;2018-01-17 14:39:02
4784;2018-01-17 14:40:54;2018-01-17 14:43:52
4785;2018-01-17 14:46:04;2018-01-17 14:49:05
4786;2018-01-17 14:51:05;2018-01-17 14:53:52
4787;2018-01-17 14:56:24;2018-01-17 14:59:08
4788;2018-01-17 15:01:04;2018-01-17 15:04:13
4789;2018-01-17 15:06:16;2018-01-17 15:09:04
4790;2018-01-17 15:11:10;2018-01-17 15:13:49
4791;2018-01-17 15:16:04;2018-01-17 15:19:24
4792;2018-01-17 15:20:43;2018-01-17 15:23:53
4793;2018-01-17 15:26:11;2018-01-17 15:28:50
4794;2018-01-17 15:30:45;2018-01-17 15:33:56
4795;2018-01-17 15:36:01;2018-01-17 15:38:57
4796;2018-01-17 15:40:48;2018-01-17 15:43:52
4797;2018-01-17 15:46:00;2018-01-17 15:49:09
4798;2018-01-17 15:51:00;2018-01-17 15:54:00
4799;2018-01-17 15:55:53;2018-01-17 15:58:44
4800;2018-01-17 16:00:50;2018-01-17 16:04:10
4801;2018-01-17 16:06:05;2018-01-17 16:09:00
4802;2018-01-17 16:11:21;2018-01-17 16:13:47
4803;2018-01-17 16:16:01;2018-01-17 16:18:46
4804;2018-01-17 16:21:04;2018-01-17 16:24:00
4805;2018-01-17 16:26:07;2018-01-17 16:28:49
4806;2018-01-17 16:30:57;2018-01-17 16:33:40
4807;2018-01-17 16:35:56;2018-01-17 16:39:14
4808;2018-01-17 16:40:52;2018-01-17 16:43:57
4809;2018-01-17 16:45:43;2018-01-17 16:48:53
4810;2018-01-17 16:51:06;2018-01-17 16:54:05
4811;2018-01-17 16:55:55;2018-01-17 16:58:56
4812;2018-01-17 17:01:09;2018-01-17 17:03:42
4813;2018-01-17 17:05:53;2018-01-17 17:08:59
4814;2018-01-17 17:11:07;2018-01-17 17:14:00
4815;2018-01-17 17:15:59;2018-01-17 17:18:57
4816;2018-01-17 17:20:56;2018-01-17 17:24:00
4817;2018-01-17 17:25:54;2018-01-17 17:29:05
4818;2018-01-17 17:31:02;2018-01-17 17:33:54
4819;2018-01-17 17:35:58;2018-01-17 17:38:48
4820;2018-01-17 17:41:02;2018-01-17 17:44:08
4821;2018-01-17 17:45:55;2018-01-17 17:48:58
4822;2018-01-17 17:51:05;2018-01-17 17:53:59
4823;2018-01-17 17:56:07;2018-01-17 17:59:04
4824;2018-01-17 18:01:08;2018-01-17 18:03:49
4825;2018-01-17 18:05:54;2018-01-17 18:09:18
4826;2018-01-17 18:10:48;2018-01-17 18:13:42
4827;2018-01-17 18:16:17;2018-01-17 18:19:00
4828;2018-01-17 18:21:07;2018-01-17 18:24:08
4829;2018-01-17 18:25:57;2018-01-17 18:28:57
4830;2018-01-17 18:30:40;2018-01-17 18:34:06
4831;2018-01-17 18:35:41;2018-01-17 18:39:21
4832;2018-01-17 18:40:54;2018-01-17 18:43:57
4833;2018-01-17 18:45:56;2018-01-17 18:48:50
4834;2018-01-17 18:51:00;2018-01-17 18:54:07
4835;2018-01-17 18:55:58;2018-01-17 18:59:07
4836;2018-01-17 19:00:47;2018-01-17 19:04:02
4837;2018-01-17 19:05:55;2018-01-17 19:09:07
4838;2018-01-17 19:10:53;2018-01-17 19:13:39
4839;2018-01-17 19:16:13;2018-01-17 19:19:04
4840;2018-01-17 19:20:55;2018-01-17 19:23:59
4841;2018-01-17 19:25:49;2018-01-17 19:28:54
4842;2018-01-17 19:31:03;2018-01-17 19:34:32
4843;2018-01-17 19:35:55;2018-01-17 19:39:03
4844;2018-01-17 19:41:04;2018-01-17 19:43:39
4845;2018-01-17 19:45:47;2018-01-17 19:48:45
4846;2018-01-17 19:50:45;2018-01-17 19:53:52
4847;2018-01-17 19:56:11;2018-01-17 19:58:49
4848;2018-01-17 20:00:46;2018-01-17 20:03:56
4849;2018-01-17 20:06:26;2018-01-17 20:09:03
4850;2018-01-17 20:10:41;2018-01-17 20:13:57
4851;2018-01-17 20:15:50;2018-01-17 20:18:57
4852;2018-01-17 20:21:02;2018-01-17 20:24:12
4853;2018-01-17 20:26:02;2018-01-17 20:29:07
4854;2018-01-17 20:31:05;2018-01-17 20:33:57
4855;2018-01-17 20:36:12;2018-01-17 20:39:07
4856;2018-01-17 20:40:46;2018-01-17 20:44:11
4857;2018-01-17 20:45:55;2018-01-17 20:49:05
4858;2018-01-17 20:51:11;2018-01-17 20:54:12
4859;2018-01-17 20:55:54;2018-01-17 20:58:53
4860;2018-01-17 21:01:00;2018-01-17 21:04:15
4861;2018-01-17 21:06:01;2018-01-17 21:09:08
4862;2018-01-17 21:10:47;2018-01-17 21:13:49
4863;2018-01-17 21:15:36;2018-01-17 21:19:02
4864;2018-01-17 21:21:02;2018-01-17 21:23:50
4865;2018-01-17 21:26:03;2018-01-17 21:28:46
4866;2018-01-17 21:30:47;2018-01-17 21:33:56
4867;2018-01-17 21:35:49;2018-01-17 21:38:47
4868;2018-01-17 21:41:04;2018-01-17 21:43:46
4869;2018-01-17 21:46:04;2018-01-17 21:49:08
4870;2018-01-17 21:50:55;2018-01-17 21:54:15
4871;2018-01-17 21:56:08;2018-01-17 21:58:39
4872;2018-01-17 22:00:58;2018-01-17 22:04:08
4873;2018-01-17 22:06:13;2018-01-17 22:08:52
4874;2018-01-17 22:11:07;2018-01-17 22:13:57
4875;2018-01-17 22:16:12;2018-01-17 22:19:20
4876;2018-01-17 22:21:04;2018-01-17 22:24:03
4877;2018-01-17 22:26:13;2018-01-17 22:28:49
4878;2018-01-17 22:31:15;2018-01-17 22:34:01
4879;2018-01-17 22:35:54;2018-01-17 22:39:05
4880;2018-01-17 22:40:41;2018-01-17 22:44:01
4881;2018-01-17 22:45:47;2018-01-17 22:48:46
4882;2018-01-17 22:51:08;2018-01-17 22:54:07
4883;2018-01-17 22:55:52;2018-01-17 22:58:58
4884;2018-01-17 23:00:54;2018-01-17 23:03:42
4885;2018-01-17 23:06:03;2018-01-17 23:09:21
4886;2018-01-17 23:11:11;2018-01-17 23:13:56
4887;2018-01-17 23:16:09;2018-01-17 23:19:10
4888;2018-01-17 23:20:59;2018-01-17 23:23:55
4889;2018-01-17 23:25:54;2018-01-17 23:29:10
4890;2018-01-17 23:31:07;2018-01-17 23:33:58
4891;2018-01-17 23:36:20;2018-01-17 23:39:06
4892;2018-01-17 23:41:09;2018-01-17 23:44:08
4893;2018-01-17 23:46:12;2018-01-17 23:49:00
4894;2018-01-17 23:50:58;2018-01-17 23:53:57
4895;2018-01-17 23:56:05;2018-01-17 23:59:04
4896;2018-01-18 00:01:09;2018-01-18 00:04:01
4897;2018-01-18 00:06:27;2018-01-18 00:08:50
4898;2018-01-18 00:10:50;2018-01-18 00:13:51
4899;2018-01-18 00:15:56;2018-01-18 00:19:04
4900;2018-01-18 00:21:09;2018-01-18 00:23:50
4901;2018-01-18 00:26:02;2018-01-18 00:29:06
4902;2018-01-18 00:31:09;2018-01-18 00:33:58
4903;2018-01-18 00:35:58;2018-01-18 00:39:04
4904;2018-01-18 00:41:00;2018-01-18 00:44:06
4905;2018-01-18 00:46:03;2018-01-18 00:49:11
4906;2018-01-18 00:50:56;2018-01-18 00:53:52
4907;2018-01-18 00:56:10;2018-01-18 00:59:00
4908;2018-01-18 01:00:51;2018-01-18 01:03:43
4909;2018-01-18 01:06:07;2018-01-18 01:08:55
4910;2018-01-18 01:11:16;2018-01-18 01:13:43
4911;2018-01-18 01:15:32;2018-01-18 01:19:09
4912;2018-01-18 01:21:13;2018-01-18 01:23:56
4913;2018-01-18 01:25:53;2018-01-18 01:28:52
4914;2018-01-18 01:31:10;2018-01-18 01:33:53
4915;2018-01-18 01:36:00;2018-01-18 01:39:21
4916;2018-01-18 01:41:01;2018-01-18 01:43:42
4917;2018-01-18 01:45:51;2018-01-18 01:49:11
4918;2018-01-18 01:51:03;2018-01-18 01:53:52
4919;2018-01-18 01:56:08;2018-01-18 01:58:40
4920;2018-01-18 02:00:58;2018-01-18 02:04:29
4921;2018-01-18 02:06:13;2018-01-18 02:08:49
4922;2018-01-18 02:11:09;2018-01-18 02:14:02
4923;2018-01-18 02:15:58;2018-01-18 02:18:51
4924;2018-01-18 02:21:11;2018-01-18 02:24:00
4925;2018-01-18 02:26:01;2018-01-18 02:28:52
4926;2018-01-18 02:30:56;2018-01-18 02:33:55
4927;2018-01-18 02:35:49;2018-01-18 02:38:52
4928;2018-01-18 02:40:58;2018-01-18 02:43:47
4929;2018-01-18 02:46:27;2018-01-18 02:48:38
4930;2018-01-18 02:51:07;2018-01-18 02:53:58
4931;2018-01-18 02:56:05;2018-01-18 02:58:48
4932;2018-01-18 03:01:07;2018-01-18 03:03:48
4933;2018-01-18 03:05:42;2018-01-18 03:09:00
4934;2018-01-18 03:10:49;2018-01-18 03:13:58
4935;2018-01-18 03:16:01;2018-01-18 03:18:53
4936;2018-01-18 03:20:46;2018-01-18 03:24:08
4937;2018-01-18 03:26:08;2018-01-18 03:28:52
4938;2018-01-18 03:31:15;2018-01-18 03:34:00
4939;2018-01-18 03:35:46;2018-01-18 03:38:42
4940;2018-01-18 03:40:48;2018-01-18 03:43:55
4941;2018-01-18 03:45:53;2018-01-18 03:48:59
4942;2018-01-18 03:50:45;2018-01-18 03:53:54
4943;2018-01-18 03:55:43;2018-01-18 03:59:10
4944;2018-01-18 04:00:58;2018-01-18 04:03:47
4945;2018-01-18 04:06:02;2018-01-18 04:09:02
4946;2018-01-18 04:11:14;2018-01-18 04:14:05
4947;2018-01-18 04:16:06;2018-01-18 04:18:56
4948;2018-01-18 04:20:55;2018-01-18 04:24:12
4949;2018-01-18 04:26:06;2018-01-18 04:29:00
4950;2018-01-18 04:30:54;2018-01-18 04:34:09
4951;2018-01-18 04:35:53;2018-01-18 04:38:57
4952;2018-01-18 04:40:52;2018-01-18 04:44:07
4953;2018-01-18 04:45:57;2018-01-18 04:49:11
4954;2018-01-18 04:50:55;2018-01-18 04:54:05
4955;2018-01-18 04:56:09;2018-01-18 04:59:11
4956;2018-01-18 05:01:00;2018-01-18 05:04:07
4957;2018-01-18 05:06:07;2018-01-18 05:09:03
4958;2018-01-18 05:11:01;2018-01-18 05:14:10
4959;2018-01-18 05:15:45;2018-01-18 05:19:11
4960;2018-01-18 05:20:59;2018-01-18 05:24:15
4961;2018-01-18 05:25:51;2018-01-18 05:29:03
4962;2018-01-18 05:31:00;2018-01-18 05:33:55
4963;2018-01-18 05:36:02;2018-01-18 05:39:09
4964;2018-01-18 05:41:05;2018-01-18 05:44:14
4965;2018-01-18 05:46:03;2018-01-18 05:48:44
4966;2018-01-18 05:50:46;2018-01-18 05:54:07
4967;2018-01-18 05:55:56;2018-01-18 05:59:07
4968;2018-01-18 06:00:51;2018-01-18 06:04:14
4969;2018-01-18 06:05:43;2018-01-18 06:09:20
4970;2018-01-18 06:11:13;2018-01-18 06:13:47
4971;2018-01-18 06:16:05;2018-01-18 06:18:42
4972;2018-01-18 06:20:48;2018-01-18 06:24:07
4973;2018-01-18 06:26:01;2018-01-18 06:28:47
4974;2018-01-18 06:30:57;2018-01-18 06:34:07
4975;2018-01-18 06:35:38;2018-01-18 06:39:26
4976;2018-01-18 06:41:13;2018-01-18 06:44:00
4977;2018-01-18 06:46:06;2018-01-18 06:48:37
4978;2018-01-18 06:51:11;2018-01-18 06:53:49
4979;2018-01-18 06:56:00;2018-01-18 06:59:05
4980;2018-01-18 07:00:35;2018-01-18 07:04:07
4981;2018-01-18 07:05:59;2018-01-18 07:08:56
4982;2018-01-18 07:10:56;2018-01-18 07:13:43
4983;2018-01-18 07:16:04;2018-01-18 07:18:47
4984;2018-01-18 07:21:09;2018-01-18 07:24:05
4985;2018-01-18 07:26:13;2018-01-18 07:28:42
4986;2018-01-18 07:31:04;2018-01-18 07:33:46
4987;2018-01-18 07:35:49;2018-01-18 07:39:01
4988;2018-01-18 07:41:09;2018-01-18 07:44:04
4989;2018-01-18 07:46:10;2018-01-18 07:49:08
4990;2018-01-18 07:50:48;2018-01-18 07:53:54
4991;2018-01-18 07:55:57;2018-01-18 07:58:53
4992;2018-01-18 08:00:50;2018-01-18 08:03:33
4993;2018-01-18 08:05:58;2018-01-18 08:09:00
4994;2018-01-18 08:10:48;2018-01-18 08:14:13
4995;2018-01-18 08:16:01;2018-01-18 08:18:51
4996;2018-01-18 08:20:51;2018-01-18 08:23:47
4997;2018-01-18 08:25:53;2018-01-18 08:29:09
4998;2018-01-18 08:30:47;2018-01-18 08:34:00
4999;2018-01-18 08:35:45;2018-01-18 08:39:00
5000;2018-01-18 08:40:56;2018-01-18 08:44:10
5001;2018-01-18 08:46:03;2018-01-18 08:48:47
5002;2018-01-18 08:51:00;2018-01-18 08:53:59
5003;2018-01-18 08:56:01;2018-01-18 08:58:50
5004;2018-01-18 09:01:09;2018-01-18 09:04:02
5005;2018-01-18 09:05:52;2018-01-18 09:09:13
5006;2018-01-18 09:10:54;2018-01-18 09:13:59
5007;2018-01-18 09:15:54;2018-01-18 09:19:02
5008;2018-01-18 09:20:57;2018-01-18 09:23:53
5009;2018-01-18 09:25:49;2018-01-18 09:28:41
5010;2018-01-18 09:30:48;2018-01-18 09:34:09
5011;2018-01-18 09:36:07;2018-01-18 09:38:39
5012;2018-01-18 09:40:52;2018-01-18 09:43:46
5013;2018-01-18 09:45:58;2018-01-18 09:48:59
5014;2018-01-18 09:50:52;2018-01-18 09:54:03
5015;2018-01-18 09:56:01;2018-01-18 09:59:01
5016;2018-01-18 10:00:54;2018-01-18 10:03:55
5017;2018-01-18 10:06:02;2018-01-18 10:08:56
5018;2018-01-18 10:10:47;2018-01-18 10:13:59
5019;2018-01-18 10:15:53;2018-01-18 10:19:08
5020;2018-01-18 10:20:58;2018-01-18 10:23:57
5021;2018-01-18 10:26:16;2018-01-18 10:28:46
5022;2018-01-18 10:30:42;2018-01-18 10:34:14
5023;2018-01-18 10:36:01;2018-01-18 10:39:12
5024;2018-01-18 10:40:43;2018-01-18 10:44:11
5025;2018-01-18 10:46:11;2018-01-18 10:48:55
5026;2018-01-18 10:50:51;2018-01-18 10:53:55
5027;2018-01-18 10:56:08;2018-01-18 10:59:09
5028;2018-01-18 11:01:18;2018-01-18 11:03:55
5029;2018-01-18 11:06:08;2018-01-18 11:08:53
5030;2018-01-18 11:10:50;2018-01-18 11:13:56
5031;2018-01-18 11:16:08;2018-01-18 11:19:05
5032;2018-01-18 11:20:56;2018-01-18 11:23:53
5033;2018-01-18 11:26:12;2018-01-18 11:28:58
5034;2018-01-18 11:31:00;2018-01-18 11:33:57
5035;2018-01-18 11:35:52;2018-01-18 11:39:00
5036;2018-01-18 11:40:55;2018-01-18 11:44:14
5037;2018-01-18 11:45:48;2018-01-18 11:49:06
5038;2018-01-18 11:51:05;2018-01-18 11:54:16
5039;2018-01-18 11:56:02;2018-01-18 11:59:15
5040;2018-01-18 12:01:09;2018-01-18 12:03:55
5041;2018-01-18 12:06:08;2018-01-18 12:08:40
5042;2018-01-18 12:11:04;2018-01-18 12:13:43
5043;2018-01-18 12:16:13;2018-01-18 12:18:45
5044;2018-01-18 12:20:59;2018-01-18 12:24:02
5045;2018-01-18 12:25:55;2018-01-18 12:29:22
5046;2018-01-18 12:31:03;2018-01-18 12:33:59
5047;2018-01-18 12:36:23;2018-01-18 12:38:44
5048;2018-01-18 12:40:57;2018-01-18 12:44:04
5049;2018-01-18 12:45:39;2018-01-18 12:49:01
5050;2018-01-18 12:50:47;2018-01-18 12:54:23
5051;2018-01-18 12:56:00;2018-01-18 12:58:52
5052;2018-01-18 13:00:56;2018-01-18 13:03:59
5053;2018-01-18 13:05:56;2018-01-18 13:09:15
5054;2018-01-18 13:11:04;2018-01-18 13:14:01
5055;2018-01-18 13:16:00;2018-01-18 13:19:02
5056;2018-01-18 13:21:11;2018-01-18 13:23:59
5057;2018-01-18 13:26:01;2018-01-18 13:28:51
5058;2018-01-18 13:30:56;2018-01-18 13:33:54
5059;2018-01-18 13:36:09;2018-01-18 13:38:51
5060;2018-01-18 13:41:03;2018-01-18 13:44:02
5061;2018-01-18 13:46:00;2018-01-18 13:48:52
5062;2018-01-18 13:51:11;2018-01-18 13:54:01
5063;2018-01-18 13:56:21;2018-01-18 13:58:57
5064;2018-01-18 14:01:03;2018-01-18 14:03:59
5065;2018-01-18 14:06:03;2018-01-18 14:08:59
5066;2018-01-18 14:10:48;2018-01-18 14:13:52
5067;2018-01-18 14:15:50;2018-01-18 14:18:40
5068;2018-01-18 14:20:58;2018-01-18 14:24:09
5069;2018-01-18 14:25:59;2018-01-18 14:29:02
5070;2018-01-18 14:30:51;2018-01-18 14:34:12
5071;2018-01-18 14:36:19;2018-01-18 14:38:54
5072;2018-01-18 14:41:22;2018-01-18 14:44:03
5073;2018-01-18 14:46:19;2018-01-18 14:49:17
5074;2018-01-18 14:51:02;2018-01-18 14:54:02
5075;2018-01-18 14:55:59;2018-01-18 14:59:05
5076;2018-01-18 15:00:58;2018-01-18 15:03:50
5077;2018-01-18 15:05:52;2018-01-18 15:09:07
5078;2018-01-18 15:11:08;2018-01-18 15:14:07
5079;2018-01-18 15:15:37;2018-01-18 15:18:57
5080;2018-01-18 15:21:01;2018-01-18 15:23:52
5081;2018-01-18 15:25:50;2018-01-18 15:28:55
5082;2018-01-18 15:31:18;2018-01-18 15:33:51
5083;2018-01-18 15:35:51;2018-01-18 15:39:03
5084;2018-01-18 15:40:58;2018-01-18 15:43:44
5085;2018-01-18 15:45:45;2018-01-18 15:49:04
5086;2018-01-18 15:50:57;2018-01-18 15:53:59
5087;2018-01-18 15:55:48;2018-01-18 15:58:52
5088;2018-01-18 16:00:56;2018-01-18 16:03:56
5089;2018-01-18 16:06:14;2018-01-18 16:08:45
5090;2018-01-18 16:11:07;2018-01-18 16:14:17
5091;2018-01-18 16:15:47;2018-01-18 16:19:00
5092;2018-01-18 16:20:56;2018-01-18 16:24:00
5093;2018-01-18 16:25:57;2018-01-18 16:29:26
5094;2018-01-18 16:30:51;2018-01-18 16:33:55
5095;2018-01-18 16:35:46;2018-01-18 16:39:04
5096;2018-01-18 16:41:01;2018-01-18 16:43:48
5097;2018-01-18 16:46:13;2018-01-18 16:49:03
5098;2018-01-18 16:50:48;2018-01-18 16:54:02
5099;2018-01-18 16:55:54;2018-01-18 16:58:53
5100;2018-01-18 17:01:00;2018-01-18 17:04:11
5101;2018-01-18 17:06:05;2018-01-18 17:08:50
5102;2018-01-18 17:10:57;2018-01-18 17:13:52
5103;2018-01-18 17:15:48;2018-01-18 17:19:04
5104;2018-01-18 17:20:59;2018-01-18 17:23:55
5105;2018-01-18 17:26:02;2018-01-18 17:29:03
5106;2018-01-18 17:31:07;2018-01-18 17:34:02
5107;2018-01-18 17:35:54;2018-01-18 17:39:03
